,control,trial,covariance,p_value,sig_bins,total_bins,shuffled_ran,calculated_grid_spacing,grid_score,field_size,hd_score
148,False,6.0,125.0,0.0027175589195451984,26.0,60.0,True,50.946275980540605,0.9963152873231274,5.847726009252572,0.15930013377751728
149,False,3.0,110.0,0.00010854035667974223,42.0,100.0,True,57.0289042687239,0.7158817619584805,5.847726009252572,0.017350092727158616
150,False,12.0,55.0,0.08357287701541317,4.0,20.0,True,51.36299253122274,1.1173565595004493,5.716299653154471,0.08964388180398997
151,False,11.0,65.0,0.00010854035667974223,29.0,100.0,True,51.67644626529943,0.9682284151277342,5.3025115238676035,0.24067948539807374
152,False,10.0,15.0,0.08357287701541317,2.0,20.0,True,51.76795574265374,1.2121359933661777,4.748048373850056,0.07932998504773649
153,False,13.0,60.0,,,,False,50.52669468419086,1.1213129637576755,5.107857162049657,0.047871440605941715
154,False,3.0,10.0,,,,False,52.01803993114224,0.9801586178528827,4.801100840289844,0.1955839261252703
155,False,12.0,20.0,0.08357287701541317,4.0,20.0,True,50.86367832355965,1.0927041945859348,5.206094181276915,0.12773805514036937
156,False,19.0,115.0,0.0027175589195451984,17.0,60.0,True,49.876429948672794,0.8219774887216973,5.804247889354599,0.04054021700603434
157,False,2.0,5.0,,,,False,51.62031326601884,0.9221031746432262,4.529629089403834,0.187667025871473
158,False,9.0,135.0,0.0005677383745754876,26.0,80.0,True,52.90746849888414,1.1353557999636976,5.760441618735983,0.150208252961614
159,False,0.0,75.0,2.3524666021933033e-05,43.0,120.0,True,54.015221212711054,1.0994281056606638,5.8908832442597845,0.12279161286927075
160,False,16.0,130.0,0.000566829763759755,19.0,80.0,True,55.05582557578223,0.8199721096867265,7.064041544601175,0.02735919017637158
161,False,3.0,40.0,0.014378938734372038,14.0,40.0,True,53.912881416571764,1.0495845549051297,5.443936646892927,0.07307772556064149
162,False,3.0,80.0,2.2335258194775122e-05,37.0,120.0,True,55.16512380823704,0.9393189733339375,5.760441618735983,0.03362308687599161
163,False,5.0,20.0,0.08357287701541317,7.0,20.0,True,52.74881354933793,1.0622654886897827,5.254524007228157,0.14934412507898065
164,False,4.0,75.0,0.00010854035667974223,22.0,100.0,True,49.69742519332379,0.5631003228416875,6.464904349831043,0.03025008594897154
165,False,2.0,130.0,0.04770198210946174,14.0,60.0,True,50.58487352629228,0.42650990822578955,6.346272173317913,0.03187293543554969
