,control,trial,length_minutes,p_value,sig_bins,total_bins,shuffled_ran,calculated_grid_spacing,grid_score,field_size,hd_score,id,corr_between_frac_0_01
36,False,13.0,6.0,0.02146876588838228,17,100,True,51.09776939211094,0.9116474872360619,5.397206712473788,0.08391323837222671,6.0_13.0,0.4166666666666667
37,False,0.0,6.0,0.001153690244165954,15,140,True,49.26839303483749,0.7853349483080737,5.107857162049657,0.133775267436954,6.0_0.0,0.7291666666666666
38,False,6.0,6.0,0.00045083499276427373,16,120,True,52.71438994906944,0.7168294727529702,5.350068633107469,0.09565833214919399,6.0_6.0,0.5428571428571428
39,False,3.0,6.0,0.5068797334169834,4,120,True,48.144904739620856,0.8290858013415173,5.206094181276915,0.008050940443317306,6.0_3.0,0.6571428571428571
40,False,7.0,6.0,0.0011651180758947058,28,140,True,52.30362746514966,0.7642628998117672,5.157209585242165,0.052694196180864704,6.0_7.0,0.5
41,False,5.0,6.0,0.08766841550926295,1,20,True,50.97656136160082,0.9202184088447646,5.443936646892927,0.10814468079184918,6.0_5.0,
42,False,15.0,6.0,0.12981745166866726,3,100,True,51.9186458570278,0.951605472927309,5.350068633107469,0.015777469388688733,6.0_15.0,0.7916666666666666
43,False,4.0,3.0,0.009478007873135684,23,140,True,50.56098142995759,0.5796173742389064,5.107857162049657,0.10382178505355455,3.0_4.0,0.3125
44,False,9.0,3.0,0.12586471051428078,19,100,True,49.798845235341496,0.20852704034622938,5.397206712473788,0.028192140425920578,3.0_9.0,
45,False,14.0,3.0,0.22380045744150934,15,40,True,51.13028306666873,0.46645482481198636,5.058023217591067,0.051331125059273536,3.0_14.0,0.3333333333333333
46,False,18.0,3.0,0.04792700369040385,5,60,True,49.619937952797784,0.8646922044740011,5.3025115238676035,0.12980508131765892,3.0_18.0,0.25
47,False,8.0,3.0,0.04681075700070629,7,60,True,50.642422855028656,0.711471801424398,5.671814154787007,0.029438782242072598,3.0_8.0,0.25
48,False,17.0,3.0,0.009529671839983838,22,140,True,50.18184524786358,0.9950359042596768,5.007693376343903,0.0398566700012095,3.0_17.0,0.375
49,False,6.0,3.0,0.1296606478022055,5,100,True,56.201814331796726,0.5553311557010853,5.626976975981913,0.09958021309454364,3.0_6.0,0.2916666666666667
50,False,3.0,3.0,0.4037310463303374,3,80,True,49.18208916520819,0.8631144157957893,5.3025115238676035,0.048518166093176066,3.0_3.0,0.26666666666666666
51,False,2.0,3.0,0.08659126130226089,7,80,True,50.88823324706814,0.3717199936741106,5.671814154787007,0.20595298628108952,3.0_2.0,
52,False,5.0,3.0,0.014950303399749284,4,40,True,59.07743726085529,0.6878959538534224,5.933726595969213,0.1848005199955103,3.0_5.0,0.6666666666666666
53,False,19.0,3.0,0.12597961382763315,9,100,True,50.44580390649537,0.8934073655153713,4.956852532935281,0.0964051369746737,3.0_19.0,0.5
54,False,7.0,3.0,0.05210362096571739,19,140,True,50.307156287599106,0.5652134765195512,5.007693376343903,0.10020631569844853,3.0_7.0,0.3333333333333333
55,False,15.0,3.0,0.04898893261231227,2,60,True,49.31440832483886,0.4892185592769717,5.671814154787007,0.04099926803795721,3.0_15.0,0.125
56,False,8.0,400.0,2.2335258194775122e-05,97,120,True,51.92605478216599,1.0589681046371417,5.581779641836362,0.024778383269607504,400.0_8.0,0.7142857142857143
57,False,11.0,400.0,2.2335258194775122e-05,96,120,True,51.5952527527039,1.1089814409741923,5.254524007228157,0.06295663334711489,400.0_11.0,0.8285714285714286
58,False,5.0,400.0,2.2335258194775122e-05,103,120,True,50.94950707875899,1.1213788128299516,5.397206712473788,0.058953340759938674,400.0_5.0,0.7428571428571429
59,False,9.0,400.0,0.00010854035667974223,70,100,True,49.521632464068155,0.836987317047649,5.8908832442597845,0.06608174222196476,400.0_9.0,0.7916666666666666
60,False,4.0,400.0,2.2335258194775122e-05,92,120,True,50.88373089373775,0.97911870808336,5.397206712473788,0.023283686815956342,400.0_4.0,0.8
61,False,14.0,400.0,2.2335258194775122e-05,98,120,True,49.8712733630954,0.9355860390921131,5.804247889354599,0.06878463853343814,400.0_14.0,0.8571428571428571
62,False,2.0,400.0,0.00010854035667974223,53,100,True,52.02705620100288,0.9818344239794699,5.536213331493574,0.09599038956642027,400.0_2.0,0.8333333333333334
63,False,3.0,400.0,2.2335258194775122e-05,76,120,True,51.162483695892114,1.1564188714476067,5.581779641836362,0.03684765657874491,400.0_3.0,0.8
64,False,15.0,400.0,0.00010854035667974223,77,100,True,51.734291600016284,1.1752091659515527,5.760441618735983,0.07441972417317734,400.0_15.0,0.8333333333333334
65,False,13.0,400.0,0.00010854035667974223,81,100,True,51.88025110603698,0.9943410324766422,5.443936646892927,0.0873791381006348,400.0_13.0,0.7916666666666666
66,False,7.0,400.0,2.2335258194775122e-05,85,120,True,51.12322178361646,1.0154067430740255,5.397206712473788,0.048115944976790906,400.0_7.0,0.6571428571428571
67,False,10.0,400.0,2.2335258194775122e-05,98,120,True,51.26684994254315,1.185223699972167,5.254524007228157,0.11099952794842471,400.0_10.0,0.8857142857142857
68,False,6.0,400.0,2.2335258194775122e-05,87,120,True,50.767727627876766,1.0956318590446774,5.443936646892927,0.1164730304677106,400.0_6.0,0.7714285714285715
69,False,14.0,60.0,2.2335258194775122e-05,60,120,True,49.2408996291754,0.8816573861935255,5.716299653154471,0.08002276102168825,60.0_14.0,0.6857142857142857
70,False,3.0,60.0,4.652742507465396e-06,40,140,True,49.14284018797288,1.113479003020366,5.254524007228157,0.03572100173479032,60.0_3.0,0.7291666666666666
